18

3 3
912 182 -468
702 34 -925
164 727 -780
874 360 26
306 881 55
792 960 128
290 406 -211
80 329 471
526 793 -125
196 166 -404
378 583 508
413 115 563
492 543 727
853 763 953
86 142 259
46 197 -948
805 325 -306
486 467 126
631 938 -348
797 165 848
381 761 -421
848 622 -8
391 185 -164
155 912 -311
649 866 -873
846 125 -474
524 529 -669
991 223 -831
281 701 801
446 353 950
207 554 -669
181 133 -468
366 477 923
279 313 430
497 355 -921
974 482 278
504 360 802
79 43 145
133 213 -574
486 366 224
392 316 431
525 0 965
354 532 331
668 807 962
23 238 811
857 669 786
218 299 -358
261 101 73
826 598 -794
192 24 -307
509 248 437
861 32 963
393 997 -683
200 680 337
790 995 712
812 806 570
111 592 -860
565 234 753
163 308 -420
188 514 124
788 559 -15
172 997 -154
521 312 239
554 981 -208
549 671 -418
355 383 746
300 305 -142
534 445 -577
194 551 586
61 131 126
972 607 -733
969 593 -209
633 439 -687
967 31 219
638 823 -232
21 757 475
327 504 -225
124 714 662
675 137 208
158 75 269
766 202 242
359 821 -437
150 612 549
181 277 -484
356 496 154
466 616 175
322 92 -146
36 219 -669
173 881 6
248 90 -835
802 711 283
623 305 -6
588 869 -856
865 770 -322
714 286 34
330 792 -148
422 319 174
642 174 210
875 505 735
965 863 984
29 380 -862
334 663 -886
555 657 -298
325 154 -81
963 832 633
755 218 964
75 71 738
601 597 380
458 808 256
321 543 -427
702 879 -46
717 18 289
727 484 196
881 538 874
65 457 837
635 91 -55
58 407 -628
656 145 -27
464 526 783
359 134 104
239 59 -842
609 14 -772
93 655 955
631 851 -812
440 77 253
883 267 -112
290 564 947
436 936 603
314 261 419
800 44 -222
859 500 -631
225 659 978
880 887 -577
84 194 -594
513 382 -153
780 635 730
344 875 21
632 174 -191
893 129 -525
937 548 275
790 679 -514
449 48 -288
688 379 944
234 154 380
616 561 -106
603 408 26
830 490 -629
5 863 -645
134 672 249
35 147 538
714 774 -672
114 613 -871
845 325 -183
0 621 51
561 2 19
321 248 622
811 274 -195
675 997 810
699 353 296
199 602 -669
973 140 -603
938 821 864
263 950 -291
237 120 709
239 523 622
487 543 -57
761 517 -893
759 322 782
112 484 833
66 781 -968
558 112 -642
379 862 296
330 726 912
450 787 -851
973 849 740
868 471 579
738 767 -660
60 874 451
545 8 -85
326 193 -667
790 226 -108
4 936 271
730 232 953
518 496 755
367 997 -919
190 737 949
957 316 687
183 9 -900
543 812 -355
737 80 323
963 413 -535
251 657 -530
835 281 552
332 234 -578
329 342 -211
419 423 332
735 372 -359
96 412 -175
909 512 -632
989 509 457
754 184 772
412 649 -977
693 471 859
279 24 543
621 446 224
44 588 -357
769 272 731
181 913 -173
45 738 736
554 459 -923
738 916 -816
739 41 -404
211 64 641
587 275 272
385 818 246
973 43 642
245 686 -589
511 417 944
601 597 989
60 333 895
329 763 -15
370 947 -923
786 895 640
62 536 227
880 160 612
275 406 938
314 49 535
731 460 46
328 757 -1000
14 98 -940
129 346 741
76 331 -537
971 408 -750
859 48 664
19 627 544
426 592 -828
475 882 486
287 417 569
396 816 250
495 816 -736
841 228 393
524 322 -179
285 137 144
685 739 -997
665 403 22
257 300 800
139 472 627
908 958 -85
724 527 -337
892 777 -842
473 393 -649
795 138 -772
932 959 865
672 455 -450
427 458 -433
727 833 -176
199 985 963
509 613 -776
37 880 948
166 543 -807
560 54 -334
50 757 813
362 337 -903
817 202 769
276 105 197
461 672 -724
446 849 -524
59 164 -663
291 388 -274
835 689 -107
241 882 805
998 900 -145
688 713 217
890 810 -965
347 932 663
372 481 124
221 757 -78
385 585 982
774 923 -727
463 649 -540
697 894 -299
597 699 -948
310 907 -260
120 124 -18
52 511 330
533 526 54
643 2 -725
228 925 -988
151 259 786
153 884 -399
47 345 -702
747 398 895
654 802 557
130 542 -322
994 877 -918
872 207 -32
875 613 611
152 888 -161
763 900 343
647 39 848
344 640 -105
743 291 -6
545 186 0
440 96 -517
317 774 477
876 208 -299
489 176 -72
729 139 80
629 331 843
20 674 843
13 522 187
304 769 -70
842 764 828
938 764 -732
64 599 937
273 76 813
801 130 302
941 58 31
272 491 12
298 686 385
172 529 -602
293 717 -298
57 999 -456
174 179 835
773 799 -101
202 736 -476
332 901 326
742 203 619
585 586 -757
272 951 -107
153 336 65
222 734 -642
222 788 768
753 684 942
553 519 -933
641 771 621
543 647 305
98 325 -952
37 944 633
988 539 905
676 432 411
762 497 -367
550 208 207
234 976 -39
106 270 -134
229 689 -141
876 311 -598
202 616 853
498 664 890
38 650 -770
470 907 -742
320 318 -980
528 952 -78
856 159 156
478 472 614
167 338 -157
478 198 -928
95 952 -374
111 805 -876
761 47 162
21 277 -15
339 535 -343
643 907 -463
803 829 -607
275 338 -129
966 304 -962
516 500 869
820 572 316
626 198 -573
673 322 541
303 837 -86
190 174 253
98 831 -751
279 720 -948
617 113 -321
274 336 -3
774 726 865
346 595 686
896 263 -688
570 43 -663
759 936 992
933 850 183
116 103 -367
836 704 264
301 756 -766
637 788 508
716 137 -718
663 3 -372
927 689 876
970 353 446
906 690 206
756 35 -861
211 570 608
916 203 796
24 819 98
164 53 87
302 561 803
305 843 467
346 823 394
146 364 741
352 622 -224
843 378 346
451 941 -99
600 209 721
698 234 126
785 398 688
589 52 -469
56 709 -645
802 55 -594
518 754 552
140 848 904
870 976 100
163 323 903
373 576 -497
607 649 -799
357 776 339
762 816 928
471 347 -664
527 54 -862
633 461 -344
481 365 -852
458 622 -982
133 722 -819
61 625 906
63 481 865
191 34 -425
7 373 -663
706 301 808
113 989 335
574 127 -679
291 135 802
913 283 612
987 653 97
965 187 159
446 93 -778
480 959 413
854 534 -580
507 223 -522
497 31 591
624 719 -483
112 40 -191
395 194 74
401 159 -938
588 256 -973
33 415 473
344 989 305
230 754 -841
453 526 19
837 5 516
556 596 -508
948 466 -396
494 275 -648
653 349 -895
262 411 -955
29 790 -922
371 615 -225
125 921 -995
652 432 -541
9 451 -704
605 967 204
71 812 504
698 768 -2
400 120 -996
163 577 618
954 622 -353
569 701 -982
842 476 496
275 833 148
726 644 -843
46 292 -886
210 496 538
978 352 588
451 703 -12
28 707 -496
651 677 458
704 676 -621
532 695 -778
365 543 849
10 43 575
302 200 973
151 666 183
503 556 -838
206 145 965
265 485 993
942 989 -356
971 799 -652
18 531 880
561 105 598
604 954 608
156 881 262
822 207 765
731 390 -731
876 904 -173
713 869 445
55 215 739
206 859 -290
737 560 -272
842 792 289
148 390 -755
30 350 401
589 965 576
331 730 -693
588 351 535
457 531 -752
24 976 303
884 67 -490
796 778 -401
588 858 794
331 500 942
33 745 324
998 147 913
81 723 597
784 30 -815
315 917 994
643 165 19
711 821 903
841 683 -949
699 282 -361
199 428 -678
297 371 -644
444 47 -294
519 313 -213
901 910 924
818 95 -761
335 89 883
156 460 -54
839 363 787
474 766 838
902 758 -610
625 80 687
25 788 483
690 495 2
600 634 255
47 558 73
488 150 408
949 385 917
664 331 108
431 470 582
189 660 837
621 50 814
410 89 -161
905 572 881
891 926 481
802 181 -120
952 606 721
337 367 -330
20 284 -314
842 744 469
502 327 658
905 516 -720
994 330 -958
567 522 -53
845 403 190
379 237 992
985 469 944
704 190 633
340 212 653
85 251 -153
412 720 -650
280 731 255
962 363 249
836 405 -832
592 704 366
181 894 745
650 239 82
193 183 -213
757 169 127
8 174 212
729 22 -24
460 724 -392
175 979 571
101 759 284
467 351 530
564 532 769
646 535 -695
785 728 -526
913 837 -352
477 846 -978
806 927 746
414 739 77
337 914 658
97 494 -241
448 130 578
333 660 -858
868 430 -860
948 87 -74
785 561 191
983 561 -332
910 936 474
649 682 -111
915 760 -774
761 770 675
891 529 476
904 459 -191
686 953 29
773 93 -671
334 371 114
247 562 -550
183 231 -640
866 57 362
978 298 -723
748 877 -961
629 552 -718
88 28 -814
393 189 872
486 218 645
858 547 -669
772 14 -421
355 464 114
413 176 332
711 538 -690
588 168 -942
493 559 687
873 841 127
63 380 -480
633 252 -641
181 250 569
547 581 341
363 512 -303
539 627 462
78 311 -827
598 622 -886
157 680 -41
350 720 832
82 199 895
335 72 -471
937 431 -938
870 352 609
383 45 972
362 94 863
673 556 -707
647 82 891
680 548 400
752 507 103
951 339 185
23 587 872
806 468 -191
510 530 -320
556 491 -585
2 815 129
559 678 -846
993 972 802
893 215 -518
400 616 -766
91 719 -463
30 256 561
498 129 -281
28 938 230
871 618 138
686 385 140
365 514 51
689 21 396
904 823 -711
520 657 41
591 243 133
848 780 163
977 693 -986
267 413 394
238 995 266
623 485 -696
490 977 669
511 381 -290
686 777 -385
343 67 487
586 460 -569
366 593 -721
412 109 608
825 123 -125
172 869 465
657 135 89
634 440 931
15 461 442
145 172 -872
564 139 -177
24 978 761
970 409 127
79 40 539
554 648 716
775 876 240
911 341 -103
703 782 -116
164 713 -749
688 507 -252
179 987 -688
158 810 -663
567 571 -341
608 51 -910
608 942 -4
836 659 -229
178 251 -318
312 149 385
26 385 -98
533 988 942
873 737 122
683 401 -720
607 738 -801
658 749 159
952 839 -232
611 835 -396
863 607 -866
364 289 -201
101 27 825
89 281 710
178 223 -417
580 697 619
670 977 -774
420 529 -764
259 688 188
95 456 152
54 413 367
343 899 83
722 698 184
355 875 -375
579 586 804
276 521 736
606 492 -594
135 718 -174
823 306 438
632 495 -115
45 647 939
296 366 634
995 449 709
870 633 64
808 610 643
682 766 272
174 502 878
245 909 -635
551 87 540
398 877 -828
397 762 569
763 701 866
212 688 861
197 397 -917
808 461 -756
926 457 278
429 729 -548
690 959 49
777 676 -47
7 216 351
769 389 749
823 958 512
511 824 -923
260 37 -726
721 473 434
178 717 361
259 995 790
570 799 480
246 201 609
463 154 616
204 505 -262
514 606 -439
691 119 424
728 196 -316
553 822 757
622 609 936
969 970 547
121 112 -882
322 944 -284
476 905 -821
333 522 735
940 612 -750
411 525 941
959 949 21
781 985 575
390 742 -451
712 30 -481
824 930 -360
768 48 962
674 764 790
548 296 123
512 383 -937
37 633 -526
338 926 -567
323 948 -433
417 875 957
800 424 22
730 295 -154
130 935 967
246 249 993
542 39 -459
278 163 53
911 226 -558
838 53 780
138 486 -897
13 405 872
789 715 -328
85 737 -598
372 583 532
622 902 -221
661 895 -327
824 436 -49
403 841 -785
456 283 -947
294 415 -457
700 518 -92
415 391 697
504 415 -866
87 818 -493
342 350 129
237 481 -858
26 155 967
867 106 370
503 673 178
918 726 824
789 621 524
532 529 291
947 579 -853
117 713 -765
468 572 -423
301 53 166
456 196 -808
915 515 412
588 237 267
667 415 537
288 239 -674
170 116 -790
749 759 510
814 907 -373
739 494 447
792 423 -251
988 589 557
855 134 -176
92 546 -587
507 813 432
99 350 -928
567 29 242
678 239 343
937 101 -490
783 729 249
206 176 41
148 277 -618
282 835 237
180 659 330
345 424 -811
695 208 640
76 281 207
668 875 238
769 571 175
498 81 959
27 330 -483
304 371 665
491 105 -701
503 343 831
279 25 176
488 214 -776
121 855 300
348 414 -32
919 652 -262
352 828 588
682 787 -385
406 304 272
511 322 115
206 973 -382
231 805 -102
798 333 738
653 557 -141
67 210 -441
72 530 831
900 620 183
39 209 866
695 176 624
369 800 -865
343 916 694
500 534 277
833 784 75
743 522 -272
953 733 -852
835 293 -428
456 124 -528
665 307 -137
193 525 910
994 149 280
910 637 975
796 683 475
581 960 660
455 36 -245
189 116 -940
834 616 -104
310 188 -648
617 12 -631
495 875 562
996 138 908
985 418 -830
668 393 -33
981 220 900
17 232 -645
485 988 896
102 400 -270
642 296 40
655 0 -990
882 721 857
20 284 853
790 544 191
535 715 -141
755 34 -160
340 934 -791
328 641 695
80 538 -851
377 268 791
729 661 798
451 23 33
87 880 405
631 85 -804
698 276 731
732 136 839
18 328 -821
660 538 859
198 585 -61
818 734 -332
479 877 398
502 676 -799
734 709 -712
820 114 -729
96 662 970
232 394 54
913 233 73
451 412 -267
388 623 931
122 562 -899
999 231 581
27 629 435
736 830 170
203 470 342
217 741 -562
611 63 -977
196 118 -64
960 191 739
583 924 -873

1000 1000
146 207 -751
729 308 -400
710 241 -372
540 29 716
362 551 271
103 893 489
167 331 -548
637 354 -999
828 642 961
104 381 -103
663 508 395
971 109 -876
565 710 -166
594 690 726
497 758 440
390 30 543
73 871 62
428 323 51
70 324 879
804 638 335
664 535 -2
774 930 322
836 406 887
878 592 -167
636 670 330
666 110 -280
537 5 793
213 68 -427
537 471 996
175 351 800
62 38 -536
344 37 -410
750 359 -222
694 246 656
364 431 293
474 761 311
480 833 201
900 626 414
371 552 951
74 548 479
113 700 -459
150 516 -114
861 107 -12
107 885 683
538 542 399
651 187 -126
484 498 -646
462 699 606
14 113 -23
914 417 404
614 248 517
131 789 19
590 27 -120
827 368 339
721 403 -123
908 802 880
759 676 -636
810 382 -174
276 988 841
693 318 755
941 722 -278
82 591 205
462 610 795
830 490 974
585 829 -304
387 58 956
416 938 -285
798 302 -474
139 480 -198
809 673 847
883 429 140
474 503 574
436 708 -964
926 855 -782
107 829 803
165 525 -457
455 482 -41
109 549 -891
589 75 248
263 229 -591
44 76 -708
547 568 118
255 143 554
462 531 -520
291 102 939
817 905 -544
651 800 911
200 759 372
628 869 314
857 469 577
286 879 -27
206 523 872
349 642 479
233 196 941
335 29 232
592 320 -599
393 777 52
152 40 -395
373 413 233
843 727 -558
74 656 -920
597 629 639
591 853 988
788 332 -427
169 273 -92
489 505 853
618 907 246
659 311 -250
72 916 -876
151 501 319
807 296 -255
788 728 -306
641 367 -714
973 708 426
598 281 -53
103 542 -212
362 395 407
674 993 66
942 743 490
796 219 641
444 890 800
172 635 -60
892 682 -67
600 320 258
233 746 856
127 45 959
874 833 -326
867 240 -300
611 306 -358
182 148 -562
73 789 -118
60 941 -593
94 881 -701
414 166 251
160 424 836
205 280 316
39 592 190
631 266 58
938 966 669
86 960 -797
228 751 276
521 985 -311
755 744 -217
921 43 -802
346 646 -290
978 835 268
570 151 -341
188 341 -710
506 399 580
819 420 667
570 624 247
907 252 768
652 293 -125
47 429 -203
694 627 495
881 689 -527
32 957 -604
725 616 584
477 259 443
897 839 -738
873 858 184
478 105 443
771 226 95
200 101 143
179 250 189
869 745 70
178 571 -546
795 967 -469
54 903 -992
245 346 -94
104 960 -869
561 496 -391
787 940 733
241 35 933
491 530 -535
589 719 334
160 141 -488
127 947 -341
30 479 -935
729 839 -689
41 745 767
538 229 328
830 838 468
217 571 -291
748 857 -448
819 322 -859
313 8 -347
612 872 780
443 532 -837
283 949 244
380 612 637
609 379 -473
800 708 357
723 176 575
580 237 -325
254 789 494
262 283 -841
135 936 -228
19 69 -785
968 584 -502
581 180 -121
312 817 488
20 345 640
196 54 -636
785 981 -704
575 656 551
210 503 -835
146 662 -348
567 786 671
503 2 992
683 852 925
501 731 237
198 572 258
604 212 806
586 576 592
594 873 519
97 776 729
112 941 227
898 946 -853
900 617 -350
753 609 -666
836 886 187
760 124 737
973 734 341
901 540 -721
126 484 -126
254 355 323
548 84 435
494 664 -666
111 163 -414
73 813 -309
959 499 528
435 38 288
169 775 613
62 469 -133
546 100 345
254 974 -400
690 298 148
354 85 642
517 419 753
683 6 -822
182 697 -510
221 577 925
348 218 -553
169 831 509
270 50 407
596 396 661
246 996 -648
332 144 58
103 138 576
109 891 611
159 422 -207
88 912 366
306 189 67
490 636 236
540 497 -142
288 905 -193
284 918 -947
780 270 -263
918 329 -159
162 257 302
584 220 -187
848 13 -98
389 732 560
378 799 -950
875 387 943
132 598 -769
51 405 868
321 810 -1000
2 548 919
611 741 -567
831 43 369
197 209 569
281 111 -42
432 671 -664
819 74 564
769 369 696
174 952 99
337 172 773
885 173 -225
978 444 -261
21 877 -78
582 246 -881
693 815 -248
717 125 184
143 814 356
512 378 -875
464 426 -348
989 526 -11
162 299 -774
606 426 204
835 517 577
81 440 -840
248 911 -795
725 664 -78
539 848 417
269 556 -71
48 682 -254
574 334 -265
225 675 249
3 901 855
873 457 690
313 386 -877
576 898 -277
592 104 -552
793 378 -660
349 796 609
31 77 -343
717 823 -417
744 910 160
997 159 516
454 366 -611
841 408 -298
739 883 630
195 606 223
574 407 16
722 747 -635
799 356 749
975 366 818
237 301 563
397 462 560
115 978 367
524 719 -440
407 421 651
14 403 -153
773 626 773
520 994 495
228 712 294
946 813 -379
248 631 859
62 546 -392
392 459 -277
111 826 -753
884 386 -993
287 37 -627
266 236 -854
260 9 666
324 504 246
137 151 193
121 772 -559
667 983 -497
478 591 247
304 315 -642
42 914 242
432 921 881
668 646 147
678 792 -240
534 810 436
685 57 -426
810 250 47
793 691 714
385 546 193
52 793 -151
318 503 244
240 97 676
886 978 344
31 478 -626
841 590 909
898 26 946
148 952 -244
191 999 -98
737 66 -361
882 611 -309
737 460 -991
834 704 -399
165 732 -160
995 77 -129
937 803 -288
963 712 611
268 659 111
267 767 303
685 669 392
296 308 -373
109 351 364
165 713 551
898 314 -284
327 506 -289
130 377 -352
195 442 963
206 405 583
973 516 851
643 171 888
303 916 -815
655 543 -354
720 907 811
34 458 -939
893 526 -260
270 589 -777
64 589 -582
469 553 624
338 136 -51
861 339 -408
777 580 -752
320 765 -745
580 763 -25
390 926 361
917 988 -746
858 80 -123
448 303 941
353 73 763
841 697 453
533 647 -686
113 591 -556
878 191 764
993 446 -304
919 773 -913
259 135 356
340 741 214
995 618 -338
69 912 -985
118 675 209
117 480 742
61 146 855
252 590 -915
51 707 78
824 403 -3
311 842 -743
53 550 949
671 765 944
583 779 365
610 147 484
90 356 601
237 98 14
179 305 267
886 390 318
642 820 -506
484 817 806
35 426 859
152 727 882
283 24 818
430 389 428
138 225 -129
588 179 -540
893 193 -361
635 460 526
455 130 -480
431 4 403
642 391 -869
876 895 155
694 179 896
475 961 -878
698 100 -699
158 688 494
149 934 -693
27 569 -563
547 377 414
552 2 -803
295 405 -161
191 536 -932
722 43 -238
683 940 589
783 414 287
824 715 797
110 561 -53
31 220 974
408 658 522
410 424 -574
816 622 -279
704 813 -736
100 881 986
40 996 670
806 585 -195
670 981 -214
969 91 -993
944 123 -983
466 531 441
892 294 63
965 462 -771
230 518 110
568 618 106
238 10 44
396 816 -731
729 689 291
821 476 261
296 835 205
179 852 23
473 293 267
287 709 -768
806 938 462
424 48 383
435 507 -27
603 903 369
293 172 -901
121 463 -728
956 76 -80
808 633 99
453 656 925
162 275 -788
100 508 -630
501 322 795
8 705 582
263 679 -815
435 400 830
250 851 303
679 475 -389
312 395 771
321 847 -775
596 772 387
104 336 840
779 59 -659
484 854 -299
515 788 964
916 325 -601
119 508 -999
595 811 680
990 775 345
189 546 666
313 771 -738
650 511 719
61 703 498
267 44 334
55 97 -798
380 61 470
240 812 589
52 813 536
827 846 879
725 191 -932
849 857 -618
712 471 384
415 542 445
811 392 -288
908 79 119
969 281 -149
781 751 -908
946 692 -856
144 229 -677
335 108 -600
544 176 -751
368 910 961
262 294 728
655 739 539
734 803 -553
367 922 -584
470 774 -451
162 866 -152
743 362 -8
851 37 -320
380 437 576
290 39 -704
585 352 -441
676 81 -434
832 620 652
754 68 -981
880 836 489
746 386 -997
460 586 -253
849 930 950
639 962 330
678 539 973
30 187 -90
111 98 586
84 664 770
152 316 525
340 687 -595
78 528 -496
664 884 -684
595 631 -834
909 933 -195
800 616 -517
988 589 865
86 499 -671
103 437 413
419 208 917
459 85 -743
339 490 336
223 346 -648
206 663 -701
140 181 -791
756 986 -991
345 821 -651
196 686 436
633 15 -461
193 780 310
278 697 -879
121 307 -539
819 643 -316
482 347 891
663 647 -617
1 208 139
822 217 -164
509 919 -968
876 355 17
657 246 563
706 908 -159
13 30 -686
8 843 -866
356 527 -32
355 770 -368
563 505 -15
132 644 808
51 832 317
758 216 -455
4 586 -798
265 149 -91
295 990 -78
490 657 931
369 791 -361
140 759 -6
645 743 557
642 729 41
826 537 93
43 206 851
629 103 -792
778 658 473
120 567 -880
129 841 -390
920 124 979
32 115 -529
775 109 -531
856 18 463
745 60 -711
303 505 684
407 708 -687
65 268 -557
984 741 -84
177 213 -955
654 175 -682
769 507 -650
879 978 477
249 799 -666
661 614 431
518 904 735
227 940 -858
495 606 559
589 401 -457
154 317 72
330 715 -274
189 33 -504
167 735 727
319 212 -672
933 898 -10
189 330 508
482 65 -913
88 559 -65
489 470 876
159 365 30
874 437 712
259 164 901
994 12 -579
206 91 -908
105 419 -623
787 409 567
852 270 -951
763 709 -511
233 644 -22
598 872 137
387 903 363
903 967 622
915 221 -384
6 642 -825
778 86 -368
187 463 419
809 382 -377
519 783 -262
515 272 -29
388 251 -79
643 740 660
962 104 564
183 78 831
177 47 838
263 574 -384
79 206 155
461 977 317
245 952 188
869 690 703
472 13 443
213 286 438
669 946 401
99 862 936
146 694 466
720 884 -919
278 852 -840
607 7 974
559 676 571
601 864 440
966 920 -87
252 715 478
551 154 -853
413 907 246
107 195 745
991 661 817
843 743 -904
203 255 55
879 229 -385
96 800 -432
16 241 535
731 506 139
237 984 -310
144 131 -896
340 729 563
353 474 -93
448 292 102
704 740 657
933 795 889
86 762 -15
679 683 353
185 218 -564
521 357 -974
652 48 522
733 504 -138
560 419 -432
204 326 -984
944 781 720
91 790 -994
854 679 -556
537 16 -877
107 721 -340
464 158 181
864 184 -815
720 706 270
140 921 830
818 841 -966
951 857 -670
742 930 422
421 936 -372
790 380 -835
511 855 -376
21 867 -912
557 400 -695
264 937 25
537 207 -483
378 390 688
587 776 639
517 107 -619
453 529 -845
185 157 945
392 674 808
611 298 830
363 738 -613
300 395 3
860 421 -108
602 290 -378
378 978 -790
837 970 727
718 351 533
227 858 -930
901 155 815
551 964 426
642 146 142
37 533 -558
810 889 654
101 781 -744
431 404 -365
401 614 824
105 693 -457
963 578 770
471 649 672
787 816 575
933 594 217
818 736 607
707 179 417
489 185 870
245 442 -698
211 429 -297
904 253 808
835 796 -876
836 567 595
652 591 -266
246 518 -333
983 736 -163
514 695 897
699 112 -262
493 983 983
922 637 -806
528 340 450
324 501 637
243 977 -527
186 924 -875
705 658 -276
793 677 59
488 866 573
600 763 -376
935 501 -530
924 484 392
617 30 -728
118 833 -51
447 470 192
371 944 379
381 69 84
410 145 -771
276 204 717
40 777 669
541 754 957
26 224 -119
408 968 498
190 968 712
734 415 -992
465 138 -923
901 519 223
130 929 779
847 206 557
869 598 -337
826 139 887
707 517 207
206 926 -552
174 519 -10
942 231 -275
80 239 -458
952 669 444
881 244 -426
439 23 774
37 932 -357
529 595 469
46 834 528
324 42 -266
844 842 -739
427 185 -797
667 262 635
688 804 587
284 248 821
659 175 -388
592 949 2
539 592 531
726 413 -71
120 941 254
962 28 98
147 641 -475
761 196 544
566 831 -416
814 419 -132
341 592 -472
290 204 472
234 206 -637
999 89 89
941 19 209
321 273 524
962 723 23
158 248 -215
989 145 703
760 729 -131
704 598 211
909 478 -499
467 950 -912
909 313 87
928 755 380
553 316 701
276 840 -337
876 216 173
21 1 -837
103 56 -725
701 925 -20
531 136 241
481 638 -940
146 78 -31
901 165 249
218 546 802
410 599 -570
626 263 659
979 788 32
35 951 135
961 579 188
449 911 719
439 152 -448
517 212 699
683 534 -48
581 783 522
180 938 -67
795 720 -89
584 379 891
887 764 -722
818 899 -409
729 440 -959
233 159 480
446 64 -2
332 763 -967
467 67 966
405 590 -854
478 875 -706
857 786 230
973 29 117
225 308 -64
665 251 -983
176 292 251
240 773 49
355 123 -619
775 156 -152
365 122 -394
240 620 -916
378 914 293
408 144 267
68 614 492
319 902 509
612 919 -315
737 170 -722
860 219 985
16 600 -240
490 801 -875
110 407 717
377 491 -904
873 784 856
487 51 -76
741 895 -757
661 404 -793
831 442 944
51 72 -196
3 57 172
804 170 -338
563 295 -875
54 365 854
191 813 79
594 669 -81
490 945 -340
246 188 -679
40 396 505
464 340 -92
522 497 -89
692 669 68
339 684 983
56 161 38
221 367 -419
890 446 175
835 365 -335
376 378 264
124 699 656
464 556 -879
313 464 -5
983 728 39
19 148 -270
180 131 787
547 521 8
345 102 -749
63 278 -562
441 295 814
140 911 -62
697 568 755
513 41 68
241 36 -597
389 75 -578
873 157 954
394 296 -499
497 305 -801
127 908 262
422 346 -297
686 513 195
254 803 -756
295 910 -242
683 979 -649
110 382 741
267 157 966
564 111 360
221 965 209
481 164 -664
827 778 -889
692 481 797
848 676 403
758 921 50
737 31 733
472 382 -157
981 475 462
92 441 26
409 802 599
925 363 80
703 52 -740
184 163 -48
213 312 -200
486 67 911
517 117 -352
251 202 -528
727 397 805
520 859 898
674 238 -341
38 837 585
90 918 -712
605 530 473
269 482 -314
336 635 -476
805 546 41
7 546 644
756 371 371
615 176 -108
205 426 566
43 86 -44
313 671 46
843 959 3
677 784 -728
664 822 -40
562 346 765
109 739 124
832 384 880
8 107 848
435 351 -947
521 270 -552
544 578 -887
855 625 308
640 980 338
462 605 2
161 565 -83
900 683 26
636 159 210
96 40 -782
799 240 5
69 645 878
648 446 -578
625 911 278
957 220 -730
562 910 732
480 912 -107
163 181 146
322 207 -866
714 769 230

1000 1000
306 988 -970
952 993 -549
750 224 451
661 646 -924
233 276 -966
143 546 948
408 631 -572
589 876 591
149 22 266
918 509 332
906 91 639
252 121 -409
828 925 341
474 376 -646
103 805 -412
649 191 731
632 139 491
509 920 -919
883 863 230
392 129 -500
484 462 759
957 101 -637
234 44 -809
611 737 -983
768 443 120
959 31 -878
450 115 -246
722 606 -385
586 39 -501
67 621 243
881 122 -921
334 233 37
378 596 623
467 787 -414
911 156 -646
294 277 665
761 751 -532
720 857 190
759 473 776
733 324 844
207 567 -275
440 647 -588
388 36 -210
527 659 -390
683 246 873
312 952 167
63 618 -71
273 86 -351
746 276 -240
70 405 -507
989 601 -300
636 326 492
24 738 -120
684 881 407
282 843 91
234 716 403
852 235 -181
290 164 -908
567 165 -810
324 278 612
925 771 601
603 824 -410
342 316 614
575 549 -702
770 956 580
486 399 -833
721 155 19
238 326 662
755 418 -771
33 960 905
157 572 830
981 525 433
649 115 127
550 730 -946
859 380 -176
258 313 310
765 480 384
91 851 974
861 513 729
821 94 763
745 999 272
271 829 -747
386 263 254
468 390 -195
849 797 16
162 621 -726
994 932 392
845 668 -165
359 642 -303
453 723 518
453 838 616
634 110 887
897 363 273
640 970 742
437 127 943
410 143 457
694 769 -549
362 513 -704
356 349 7
80 46 -187
918 916 266
29 532 -100
744 419 150
714 45 142
193 139 -69
336 82 341
458 539 -964
971 342 -250
320 990 107
718 998 187
635 811 105
519 429 -866
291 681 -121
336 183 -55
475 325 491
909 608 179
800 950 -363
494 338 961
484 88 281
834 195 -1000
997 382 987
426 840 -494
460 326 797
643 205 485
321 503 312
929 994 221
231 173 373
921 163 867
10 124 704
557 405 538
292 757 -464
132 96 -686
458 955 774
16 752 -582
871 590 739
217 902 20
742 476 604
905 201 525
29 421 887
787 125 445
896 663 -911
993 551 -427
300 866 31
52 640 399
994 410 -378
249 501 839
725 522 -66
278 126 839
699 3 221
824 891 -640
840 688 256
391 777 -399
609 350 -99
250 733 -694
660 485 -348
514 107 -99
36 299 -22
514 233 -743
517 424 -44
760 645 133
448 5 973
225 614 -284
927 567 326
661 821 928
146 479 -60
605 131 -546
904 385 490
489 363 -644
914 620 -774
559 929 -14
917 62 -213
883 35 364
802 103 292
975 429 -695
806 357 803
290 298 -592
675 752 -335
38 595 154
11 303 -932
940 529 -20
354 868 -751
741 7 484
844 371 638
274 15 614
631 320 -580
281 123 -290
386 884 737
981 549 -872
284 55 -861
166 476 431
386 808 -215
393 409 -474
764 893 370
132 883 -4
804 849 -20
928 622 -739
164 684 647
65 422 -20
120 550 -383
596 41 135
756 472 521
165 609 -86
410 135 30
294 857 162
143 854 967
765 834 247
450 447 763
872 95 828
774 427 -52
815 44 897
287 531 653
896 52 -181
383 318 229
240 349 -125
446 863 19
280 182 136
728 781 586
175 544 -190
954 372 -416
351 673 399
882 922 38
935 575 -714
253 746 669
954 328 262
818 203 708
0 574 -659
782 711 69
